Date,Region,Terrain,Infrastructure_Type,Project_Category,Voltage_Level_kV,Weather_Condition,Route_Length_km,ACSR_Conductor_m,Towers_Steel_Count,Insulators_Count,Power_Transformers_Count,Circuit_Breakers_Count,Concrete_m3
2021-02-22,West,Rural,Transmission_Line,Maintenance,33,Rainy,34.53404654890957,5412.0,0.0,103.0,0.0,0.0,79.97
2021-02-22,East,Urban,Transmission_Line,Maintenance,220,Heatwave,64.37215364394766,16289.0,1.0,751.0,0.0,0.0,852.53
2021-02-22,Central,Rural,Transmission_Line,Maintenance,132,Storm,89.06718744741728,18985.0,2.0,865.0,0.0,0.0,681.02
2021-02-22,East,Coastal,Substation,System_Upgrade,33,Clear,0.47018749292532713,4529.0,14.0,144.0,3.0,2.0,815.66
2021-02-23,West,Coastal,Transmission_Line,System_Upgrade,220,Heatwave,74.46453034182203,347448.0,241.0,5022.0,0.0,0.0,20845.43
2021-02-23,West,Urban,Substation,New_Installation,132,Rainy,0.6142312251142394,4481.0,11.0,304.0,3.0,6.0,1099.11
2021-02-23,East,Coastal,Transmission_Line,New_Installation,132,Storm,81.51456280962815,323488.0,267.0,3547.0,0.0,0.0,13579.22
2021-02-23,West,Rural,Transmission_Line,Maintenance,132,Heatwave,69.92699259112817,16612.0,2.0,665.0,0.0,0.0,508.13
2021-02-23,East,Urban,Substation,New_Installation,66,Clear,1.0935271658703538,4130.0,19.0,380.0,3.0,4.0,708.92
2021-02-23,South,Rural,Substation,Maintenance,66,Rainy,1.3347453285771003,373.0,6.0,1029.0,0.0,1.0,81.05
2021-02-24,East,Coastal,Transmission_Line,New_Installation,66,Clear,88.26229832571264,345855.0,245.0,2643.0,0.0,0.0,7884.89
2021-02-24,East,Urban,Transmission_Line,Maintenance,132,Clear,41.71045668541595,9703.0,1.0,401.0,0.0,0.0,418.36
2021-02-24,West,Rural,Transmission_Line,System_Upgrade,132,Storm,78.07876711482272,318699.0,249.0,4157.0,0.0,0.0,14706.73
2021-02-24,West,Coastal,Transmission_Line,System_Upgrade,66,Rainy,20.096016313172164,79016.0,60.0,563.0,0.0,0.0,1456.57
2021-02-25,North,Coastal,Transmission_Line,Maintenance,132,Snow,71.61262871698065,15615.0,2.0,688.0,0.0,0.0,559.28
2021-02-25,North,Mountainous,Transmission_Line,Maintenance,66,Clear,76.3124494348125,13459.0,2.0,357.0,0.0,0.0,331.87
2021-02-25,South,Coastal,Substation,System_Upgrade,66,Rainy,0.9416956238334648,1680.0,11.0,698.0,3.0,8.0,739.32
2021-02-26,North,Rural,Substation,New_Installation,66,Clear,1.607882000069197,3523.0,7.0,329.0,1.0,3.0,112.28
2021-02-26,East,Urban,Transmission_Line,Maintenance,220,Heatwave,57.924819758398314,14345.0,1.0,708.0,0.0,0.0,908.4
2021-02-26,West,Mountainous,Transmission_Line,Maintenance,132,Heatwave,93.94606777859924,18713.0,2.0,850.0,0.0,0.0,889.02
2021-02-27,North,Coastal,Transmission_Line,Maintenance,33,Rainy,15.68431141632963,2537.0,0.0,52.0,0.0,0.0,33.86
2021-02-27,North,Coastal,Transmission_Line,Maintenance,66,Storm,17.42803549519227,3329.0,0.0,82.0,0.0,0.0,84.3
2021-02-28,South,Coastal,Substation,New_Installation,33,Snow,1.7006121398846554,886.0,14.0,819.0,3.0,3.0,338.79
2021-02-28,South,Rural,Transmission_Line,Maintenance,220,Heatwave,85.02432108380346,21386.0,2.0,1054.0,0.0,0.0,1297.09
2021-02-28,East,Mountainous,Substation,Maintenance,132,Storm,0.9953270272956914,106.0,10.0,598.0,0.0,0.0,28.59
2021-03-01,West,Rural,Substation,Maintenance,66,Snow,1.9315281987572384,358.0,8.0,289.0,0.0,1.0,95.84
2021-03-01,South,Mountainous,Transmission_Line,New_Installation,66,Heatwave,69.5419852695368,261473.0,202.0,2074.0,0.0,0.0,5416.45
2021-03-01,North,Urban,Substation,System_Upgrade,66,Snow,1.9674211688479177,730.0,5.0,494.0,1.0,2.0,871.32
2021-03-01,West,Rural,Transmission_Line,Maintenance,33,Clear,55.577562544125236,9176.0,1.0,161.0,0.0,0.0,135.61
2021-03-01,West,Rural,Transmission_Line,Maintenance,220,Rainy,24.15326770356148,6368.0,0.0,353.0,0.0,0.0,311.07
2021-03-01,North,Urban,Transmission_Line,Maintenance,132,Heatwave,47.217347067767406,9757.0,1.0,366.0,0.0,0.0,462.46
2021-03-01,South,Mountainous,Substation,Maintenance,220,Heatwave,1.9629249996993274,388.0,16.0,928.0,0.0,0.0,29.27
2021-03-02,North,Coastal,Substation,New_Installation,66,Clear,0.8037865107558742,2441.0,18.0,976.0,2.0,3.0,509.85
2021-03-02,West,Urban,Substation,Emergency_Repair,220,Heatwave,1.9183312229561833,4112.0,6.0,414.0,0.0,8.0,730.53
2021-03-02,Central,Coastal,Transmission_Line,New_Installation,33,Heatwave,80.71702802906007,289311.0,223.0,1693.0,0.0,0.0,3307.31
2021-03-02,Central,Coastal,Transmission_Line,New_Installation,400,Heatwave,47.000101140334756,327179.0,130.0,4991.0,0.0,0.0,24651.52
2021-03-03,East,Urban,Transmission_Line,Emergency_Repair,400,Heatwave,56.47774803597044,39917.0,0.0,634.0,0.0,0.0,3082.85
2021-03-04,North,Mountainous,Substation,Maintenance,132,Heatwave,1.2541342468363614,141.0,13.0,537.0,0.0,0.0,48.17
2021-03-04,North,Coastal,Transmission_Line,Maintenance,132,Storm,68.24777804937904,13568.0,2.0,661.0,0.0,0.0,503.34
2021-03-04,East,Urban,Substation,Maintenance,220,Heatwave,0.2457285115687274,391.0,9.0,451.0,0.0,0.0,25.37
2021-03-05,East,Rural,Substation,Maintenance,132,Clear,1.8738172995908051,176.0,12.0,578.0,0.0,0.0,26.5
2021-03-05,East,Rural,Transmission_Line,Emergency_Repair,33,Heatwave,61.71497274456322,20138.0,1.0,91.0,0.0,0.0,304.37
2021-03-05,West,Rural,Transmission_Line,Maintenance,66,Snow,93.45917586236287,17411.0,2.0,448.0,0.0,0.0,504.46
2021-03-05,North,Urban,Substation,Maintenance,66,Snow,1.300607095447893,374.0,7.0,574.0,0.0,0.0,45.71
2021-03-05,West,Rural,Substation,Emergency_Repair,220,Clear,0.9189294291185269,4273.0,11.0,462.0,0.0,5.0,282.85
2021-03-05,East,Coastal,Transmission_Line,Maintenance,66,Storm,58.85816109595156,10291.0,1.0,381.0,0.0,0.0,270.19
2021-03-05,North,Rural,Substation,Maintenance,220,Clear,1.6760562206765415,323.0,13.0,754.0,0.0,0.0,23.0
2021-03-05,West,Rural,Substation,Maintenance,132,Storm,0.7196390797581801,355.0,9.0,772.0,0.0,1.0,40.58
2021-03-06,West,Coastal,Transmission_Line,Maintenance,132,Rainy,95.86370542221228,20776.0,2.0,902.0,0.0,0.0,818.23
2021-03-06,East,Rural,Transmission_Line,System_Upgrade,33,Snow,49.265743791544956,167881.0,149.0,1047.0,0.0,0.0,2556.52
2021-03-06,North,Coastal,Transmission_Line,System_Upgrade,66,Snow,95.84251519925171,330096.0,261.0,2774.0,0.0,0.0,7070.41
2021-03-06,East,Rural,Transmission_Line,New_Installation,33,Snow,88.67187840060998,275783.0,247.0,1501.0,0.0,0.0,3886.48
2021-03-06,North,Coastal,Transmission_Line,New_Installation,400,Storm,77.92788585950217,536467.0,256.0,8699.0,0.0,0.0,38132.29
2021-03-06,Central,Rural,Substation,New_Installation,33,Clear,0.9881318189306915,3123.0,5.0,131.0,1.0,9.0,425.21
2021-03-07,South,Coastal,Transmission_Line,Maintenance,220,Storm,60.75978870986041,14739.0,1.0,818.0,0.0,0.0,1031.42
2021-03-07,South,Urban,Transmission_Line,New_Installation,220,Snow,84.61279417423094,469931.0,264.0,5730.0,0.0,0.0,20882.53
2021-03-07,South,Coastal,Substation,Maintenance,33,Snow,1.1337060235429313,92.0,10.0,956.0,0.0,1.0,38.0
2021-03-07,East,Rural,Transmission_Line,System_Upgrade,132,Snow,75.12800977115666,322732.0,209.0,3621.0,0.0,0.0,14757.8
2021-03-08,Central,Rural,Substation,Emergency_Repair,400,Snow,1.6022521969128503,2225.0,17.0,811.0,0.0,5.0,605.26
2021-03-08,North,Mountainous,Substation,Maintenance,33,Rainy,1.0748809667705008,165.0,12.0,785.0,0.0,0.0,47.63
2021-03-08,West,Coastal,Substation,Maintenance,132,Snow,1.1188702848719707,438.0,9.0,325.0,0.0,0.0,91.25
2021-03-08,North,Urban,Transmission_Line,Maintenance,33,Storm,23.794298136078826,3958.0,0.0,94.0,0.0,0.0,55.1
2021-03-08,West,Coastal,Transmission_Line,System_Upgrade,66,Snow,28.250221882172998,111708.0,77.0,799.0,0.0,0.0,2285.93
2021-03-08,North,Coastal,Transmission_Line,System_Upgrade,220,Heatwave,90.96960240345012,507917.0,251.0,6517.0,0.0,0.0,22799.39
2021-03-08,Central,Urban,Transmission_Line,System_Upgrade,66,Rainy,84.83131320301521,285599.0,241.0,2137.0,0.0,0.0,8021.23
2021-03-09,West,Coastal,Substation,Maintenance,66,Snow,0.11923286122621662,99.0,8.0,174.0,0.0,1.0,101.35
2021-03-09,East,Urban,Substation,Maintenance,400,Heatwave,1.7518364133773183,465.0,16.0,341.0,0.0,1.0,99.8
2021-03-09,North,Urban,Substation,New_Installation,132,Storm,0.14794628261492399,2405.0,5.0,186.0,2.0,7.0,735.89
2021-03-10,North,Coastal,Substation,Maintenance,220,Rainy,0.9707327655904238,145.0,14.0,876.0,0.0,0.0,103.15
2021-03-10,West,Coastal,Substation,Maintenance,66,Snow,0.22812217961071507,140.0,7.0,287.0,0.0,0.0,53.53
2021-03-10,East,Rural,Transmission_Line,Maintenance,220,Storm,97.03819815343105,23838.0,2.0,1197.0,0.0,0.0,1271.68
2021-03-10,East,Rural,Transmission_Line,Maintenance,132,Heatwave,97.37032930140053,21594.0,3.0,752.0,0.0,0.0,966.46
2021-03-10,Central,Mountainous,Transmission_Line,Maintenance,33,Rainy,63.03273948682863,11177.0,1.0,240.0,0.0,0.0,135.79
2021-03-11,East,Mountainous,Substation,New_Installation,66,Snow,0.8451893305647138,3617.0,9.0,383.0,3.0,5.0,247.03
2021-03-12,East,Coastal,Transmission_Line,New_Installation,132,Storm,53.63931126848504,254821.0,167.0,2395.0,0.0,0.0,11262.01
2021-03-12,East,Urban,Substation,New_Installation,220,Rainy,1.54836870891564,3203.0,14.0,637.0,3.0,3.0,477.48
2021-03-13,South,Mountainous,Substation,New_Installation,132,Heatwave,0.5240666234683491,1202.0,4.0,970.0,3.0,2.0,149.87
2021-03-13,Central,Coastal,Transmission_Line,New_Installation,33,Snow,46.96363666560829,163875.0,128.0,792.0,0.0,0.0,2368.96
2021-03-13,North,Mountainous,Transmission_Line,Maintenance,132,Rainy,75.04052557404306,16209.0,2.0,695.0,0.0,0.0,791.14
2021-03-14,West,Urban,Substation,Maintenance,220,Heatwave,0.8512457078905418,464.0,19.0,598.0,0.0,1.0,92.82
2021-03-14,North,Coastal,Transmission_Line,System_Upgrade,66,Heatwave,8.03966959880616,27394.0,25.0,200.0,0.0,0.0,811.91
2021-03-15,Central,Urban,Substation,Maintenance,66,Storm,1.0640493962047275,306.0,17.0,196.0,0.0,1.0,82.38
2021-03-15,West,Coastal,Transmission_Line,New_Installation,400,Heatwave,75.05406044125694,533995.0,204.0,8049.0,0.0,0.0,47641.66
2021-03-15,Central,Mountainous,Transmission_Line,Maintenance,220,Heatwave,97.79755887253322,24879.0,3.0,1091.0,0.0,0.0,1758.84
2021-03-15,East,Rural,Transmission_Line,System_Upgrade,400,Clear,8.519384553748317,60730.0,26.0,955.0,0.0,0.0,5403.47
2021-03-16,West,Mountainous,Substation,Maintenance,400,Heatwave,1.1258491440868565,317.0,14.0,406.0,0.0,0.0,54.16
2021-03-16,East,Mountainous,Substation,Maintenance,33,Snow,0.9548834580640192,481.0,14.0,211.0,0.0,0.0,17.84
2021-03-17,North,Rural,Transmission_Line,Maintenance,220,Rainy,28.032634982639294,7203.0,0.0,289.0,0.0,0.0,339.08
2021-03-17,North,Rural,Transmission_Line,Emergency_Repair,66,Snow,65.58745840448758,26497.0,2.0,200.0,0.0,0.0,611.14
2021-03-17,West,Coastal,Substation,Emergency_Repair,220,Snow,0.41088273642598605,869.0,19.0,980.0,0.0,3.0,128.04
2021-03-17,West,Coastal,Transmission_Line,Maintenance,33,Storm,31.967152894911013,5088.0,1.0,124.0,0.0,0.0,78.15
2021-03-17,Central,Urban,Transmission_Line,System_Upgrade,220,Clear,79.26695206663682,393495.0,248.0,5412.0,0.0,0.0,24680.55
2021-03-18,Central,Urban,Transmission_Line,System_Upgrade,220,Clear,48.73911530242772,244631.0,155.0,3607.0,0.0,0.0,16785.1
2021-03-18,East,Mountainous,Transmission_Line,Maintenance,400,Snow,99.39871145738904,32329.0,2.0,2179.0,0.0,0.0,2935.85
2021-03-18,West,Rural,Transmission_Line,Maintenance,220,Rainy,41.713770694135434,11490.0,1.0,619.0,0.0,0.0,670.09
2021-03-18,North,Urban,Transmission_Line,Maintenance,400,Clear,49.00980127952055,15858.0,1.0,965.0,0.0,0.0,1388.53
2021-03-18,Central,Mountainous,Transmission_Line,System_Upgrade,400,Clear,33.524487398410734,214686.0,104.0,4294.0,0.0,0.0,18134.93
2021-03-18,Central,Rural,Substation,New_Installation,132,Snow,0.5489578517629863,1005.0,12.0,783.0,2.0,7.0,894.25
2021-03-19,North,Coastal,Substation,System_Upgrade,33,Clear,1.8523346812701524,2456.0,16.0,875.0,1.0,2.0,121.01
2021-03-19,Central,Mountainous,Substation,New_Installation,400,Storm,1.5227706162445889,2184.0,16.0,792.0,2.0,5.0,331.14
2021-03-19,East,Coastal,Transmission_Line,Maintenance,220,Snow,36.67324055913427,8816.0,1.0,554.0,0.0,0.0,513.94
2021-03-19,West,Urban,Substation,System_Upgrade,400,Clear,1.430296380326877,2330.0,13.0,814.0,2.0,8.0,387.92
2021-03-19,North,Urban,Transmission_Line,Maintenance,400,Clear,96.74945629147327,30705.0,2.0,2622.0,0.0,0.0,2975.85
2021-03-19,West,Rural,Substation,Maintenance,400,Clear,0.24069113466643643,236.0,15.0,1105.0,0.0,0.0,33.14
2021-03-19,Central,Mountainous,Substation,New_Installation,66,Snow,0.6025583683046326,658.0,8.0,287.0,2.0,9.0,415.66
2021-03-20,Central,Coastal,Transmission_Line,Maintenance,66,Rainy,24.054962173525134,4349.0,0.0,111.0,0.0,0.0,115.43
2021-03-20,North,Rural,Substation,New_Installation,66,Heatwave,1.7525880109243792,3580.0,16.0,296.0,2.0,5.0,567.18
2021-03-21,East,Urban,Substation,Maintenance,66,Clear,0.4404616261478804,210.0,12.0,467.0,0.0,0.0,98.18
2021-03-21,South,Urban,Substation,Maintenance,132,Heatwave,0.6853443923803617,510.0,7.0,266.0,0.0,1.0,27.01
2021-03-21,North,Mountainous,Transmission_Line,System_Upgrade,400,Heatwave,56.66677346598755,415699.0,167.0,5877.0,0.0,0.0,31434.99
2021-03-21,South,Coastal,Transmission_Line,System_Upgrade,132,Clear,64.00396378076022,297963.0,209.0,3166.0,0.0,0.0,9242.48
2021-03-22,South,Mountainous,Transmission_Line,New_Installation,220,Clear,81.7774574406023,391647.0,224.0,4330.0,0.0,0.0,23385.42
2021-03-22,East,Coastal,Transmission_Line,Emergency_Repair,33,Heatwave,43.695708422620854,15375.0,1.0,77.0,0.0,0.0,160.76
2021-03-22,South,Coastal,Transmission_Line,New_Installation,132,Rainy,55.753248652119815,254720.0,177.0,2057.0,0.0,0.0,9003.32
2021-03-22,South,Mountainous,Substation,New_Installation,66,Heatwave,1.9343779425839902,3943.0,16.0,640.0,2.0,7.0,995.69
2021-03-22,East,Rural,Substation,New_Installation,66,Rainy,0.6649872996224718,3611.0,6.0,711.0,1.0,4.0,188.7
2021-03-22,South,Mountainous,Transmission_Line,System_Upgrade,220,Storm,28.56895006070586,151530.0,77.0,2086.0,0.0,0.0,10142.48
2021-03-22,South,Mountainous,Substation,System_Upgrade,400,Rainy,1.450138463549328,2514.0,5.0,731.0,3.0,7.0,231.88
2021-03-23,South,Urban,Substation,New_Installation,33,Snow,1.5651589152808965,5044.0,16.0,798.0,2.0,8.0,305.24
2021-03-23,North,Urban,Transmission_Line,New_Installation,132,Clear,44.40399580212929,199180.0,141.0,1738.0,0.0,0.0,9418.57
2021-03-23,North,Mountainous,Transmission_Line,Maintenance,400,Storm,25.23299723107961,8073.0,0.0,637.0,0.0,0.0,601.35
2021-03-23,North,Mountainous,Substation,Maintenance,400,Heatwave,1.5799530460416453,391.0,15.0,417.0,0.0,0.0,15.08
2021-03-23,East,Urban,Substation,Maintenance,132,Rainy,1.3739365010301725,472.0,11.0,382.0,0.0,0.0,26.48
2021-03-23,Central,Coastal,Transmission_Line,Maintenance,132,Storm,88.24164112162273,19689.0,2.0,812.0,0.0,0.0,655.73
2021-03-23,South,Mountainous,Transmission_Line,Emergency_Repair,132,Snow,85.21101411107652,37033.0,1.0,313.0,0.0,0.0,1357.3
2021-03-24,South,Rural,Transmission_Line,Maintenance,132,Rainy,24.493542527902168,5520.0,0.0,247.0,0.0,0.0,245.58
2021-03-24,East,Rural,Transmission_Line,System_Upgrade,66,Heatwave,84.07222210842464,289592.0,247.0,2710.0,0.0,0.0,9046.17
2021-03-24,South,Rural,Transmission_Line,Maintenance,400,Heatwave,21.641505406295853,7572.0,0.0,597.0,0.0,0.0,578.4
2021-03-24,North,Mountainous,Transmission_Line,Maintenance,400,Rainy,87.05187085890103,27680.0,2.0,2411.0,0.0,0.0,2561.42
2021-03-24,Central,Coastal,Transmission_Line,Emergency_Repair,66,Snow,78.18048873310444,26735.0,0.0,251.0,0.0,0.0,701.71
2021-03-25,West,Coastal,Substation,System_Upgrade,400,Clear,1.1827360411365573,566.0,15.0,685.0,2.0,3.0,217.72
2021-03-25,South,Urban,Transmission_Line,Maintenance,132,Clear,66.0110592019924,13566.0,1.0,563.0,0.0,0.0,688.87
2021-03-26,North,Mountainous,Substation,Maintenance,33,Heatwave,0.29775061466204056,254.0,8.0,880.0,0.0,1.0,14.55
2021-03-26,West,Coastal,Substation,System_Upgrade,400,Snow,0.17578184482403086,4007.0,17.0,555.0,3.0,8.0,250.31
2021-03-26,Central,Mountainous,Transmission_Line,New_Installation,33,Heatwave,36.41144046472132,119406.0,106.0,647.0,0.0,0.0,1519.98
2021-03-26,West,Urban,Transmission_Line,New_Installation,33,Clear,83.03355208463306,301120.0,267.0,1202.0,0.0,0.0,3967.67
2021-03-27,North,Urban,Transmission_Line,Maintenance,66,Heatwave,49.249629452097395,9501.0,1.0,252.0,0.0,0.0,194.61
2021-03-27,West,Urban,Substation,System_Upgrade,220,Rainy,0.5244486571010931,2824.0,6.0,187.0,2.0,3.0,1061.45
2021-03-27,East,Rural,Transmission_Line,Emergency_Repair,400,Rainy,84.2821454919075,60595.0,0.0,1151.0,0.0,0.0,4324.14
2021-03-27,West,Mountainous,Transmission_Line,System_Upgrade,66,Snow,26.719589571652428,90274.0,78.0,788.0,0.0,0.0,2348.93
2021-03-28,South,Urban,Transmission_Line,Maintenance,66,Clear,82.47190370788947,16131.0,2.0,409.0,0.0,0.0,327.02
2021-03-28,South,Mountainous,Substation,New_Installation,33,Snow,0.9606611087444816,2307.0,17.0,1015.0,3.0,8.0,534.25
2021-03-28,East,Rural,Substation,Maintenance,400,Snow,0.9806402858078355,398.0,11.0,835.0,0.0,1.0,75.39
2021-03-28,North,Rural,Transmission_Line,Emergency_Repair,66,Clear,30.908362936533006,12131.0,0.0,79.0,0.0,0.0,239.59
2021-03-28,South,Urban,Substation,New_Installation,132,Storm,1.8103306397087695,2593.0,6.0,328.0,2.0,2.0,275.12
2021-03-28,Central,Urban,Transmission_Line,New_Installation,66,Storm,13.434601190942738,46273.0,42.0,360.0,0.0,0.0,1037.91
2021-03-29,South,Coastal,Transmission_Line,New_Installation,132,Heatwave,18.71859862383483,80673.0,53.0,749.0,0.0,0.0,3986.24
2021-03-29,South,Mountainous,Substation,Maintenance,220,Storm,1.3081810596677947,202.0,7.0,503.0,0.0,0.0,76.89
2021-03-29,North,Urban,Substation,System_Upgrade,132,Rainy,1.7152190049370617,2760.0,17.0,732.0,3.0,7.0,518.41
2021-03-29,West,Coastal,Substation,Maintenance,132,Snow,0.2813573753519324,288.0,10.0,809.0,0.0,1.0,88.07
2021-03-30,South,Mountainous,Transmission_Line,System_Upgrade,33,Heatwave,74.70646369457778,258802.0,215.0,1163.0,0.0,0.0,3154.11
2021-03-30,East,Urban,Substation,New_Installation,66,Snow,1.510771912965024,3115.0,5.0,646.0,3.0,2.0,908.91
2021-03-30,West,Coastal,Transmission_Line,System_Upgrade,220,Clear,60.24465936566818,281352.0,164.0,3082.0,0.0,0.0,21546.94
2021-03-30,Central,Coastal,Transmission_Line,System_Upgrade,66,Storm,51.23916457611799,175913.0,142.0,1374.0,0.0,0.0,4577.22
2021-03-31,North,Mountainous,Transmission_Line,Maintenance,132,Clear,35.50333713421578,8351.0,0.0,377.0,0.0,0.0,283.28
2021-03-31,Central,Coastal,Substation,System_Upgrade,132,Heatwave,0.7677774056220663,5014.0,4.0,630.0,2.0,8.0,568.63
2021-03-31,West,Mountainous,Substation,Maintenance,66,Rainy,1.3814235975893945,183.0,8.0,847.0,0.0,1.0,87.16
2021-03-31,West,Mountainous,Transmission_Line,System_Upgrade,220,Storm,11.20229266532148,63137.0,32.0,806.0,0.0,0.0,3368.79
2021-03-31,West,Mountainous,Transmission_Line,System_Upgrade,220,Clear,60.56882381673943,341513.0,168.0,4538.0,0.0,0.0,17741.66
2021-03-31,Central,Rural,Transmission_Line,Emergency_Repair,33,Storm,31.479558283020474,11135.0,2.0,61.0,0.0,0.0,133.92
2021-03-31,West,Coastal,Substation,Maintenance,132,Snow,0.9865512326934908,301.0,17.0,430.0,0.0,0.0,36.36
2021-03-31,Central,Mountainous,Substation,New_Installation,132,Rainy,1.1620612750553772,4927.0,10.0,1019.0,1.0,4.0,622.01
2021-04-01,West,Urban,Transmission_Line,Maintenance,33,Storm,89.13763764526146,14404.0,2.0,347.0,0.0,0.0,184.77
2021-04-01,East,Rural,Substation,Maintenance,66,Rainy,1.200242287831474,99.0,9.0,126.0,0.0,0.0,85.65
2021-04-01,West,Rural,Transmission_Line,Emergency_Repair,132,Snow,26.580159305706808,10720.0,0.0,102.0,0.0,0.0,564.74
2021-04-01,Central,Coastal,Transmission_Line,Emergency_Repair,66,Snow,12.548648051375817,4410.0,0.0,33.0,0.0,0.0,99.65
2021-04-01,South,Mountainous,Substation,System_Upgrade,220,Clear,1.291277959222846,2327.0,11.0,249.0,1.0,6.0,592.5
2021-04-01,West,Coastal,Transmission_Line,New_Installation,400,Heatwave,56.779597653358216,391873.0,180.0,7420.0,0.0,0.0,33423.4
2021-04-02,South,Rural,Transmission_Line,System_Upgrade,33,Clear,68.82080017472589,252798.0,194.0,1078.0,0.0,0.0,3467.76
2021-04-02,East,Mountainous,Substation,System_Upgrade,132,Rainy,0.9728535003609402,1828.0,10.0,767.0,3.0,7.0,684.59
2021-04-02,North,Urban,Transmission_Line,Emergency_Repair,33,Clear,83.38695549663765,28260.0,0.0,129.0,0.0,0.0,328.42
2021-04-03,East,Mountainous,Substation,New_Installation,220,Storm,1.848341396253403,3779.0,9.0,740.0,3.0,7.0,204.61
2021-04-03,West,Rural,Substation,New_Installation,220,Clear,0.1760084022248915,568.0,10.0,859.0,2.0,7.0,236.48
2021-04-03,South,Urban,Substation,New_Installation,220,Heatwave,1.5137644187099297,2092.0,10.0,814.0,1.0,5.0,805.5
2021-04-03,South,Mountainous,Transmission_Line,Maintenance,220,Heatwave,8.340251750950005,2358.0,0.0,100.0,0.0,0.0,147.83
2021-04-04,Central,Urban,Transmission_Line,Maintenance,400,Rainy,47.284185252891746,15048.0,1.0,970.0,0.0,0.0,1158.88
2021-04-04,South,Urban,Transmission_Line,System_Upgrade,66,Snow,48.852305593275396,191883.0,142.0,1058.0,0.0,0.0,4245.88
2021-04-04,Central,Rural,Substation,Maintenance,66,Heatwave,1.4228149552975575,145.0,8.0,482.0,0.0,1.0,90.74
2021-04-04,North,Urban,Transmission_Line,Maintenance,400,Rainy,38.478313329089964,12140.0,1.0,840.0,0.0,0.0,1210.66
2021-04-04,West,Coastal,Substation,Maintenance,66,Heatwave,1.6597125428046156,78.0,15.0,598.0,0.0,1.0,21.48
2021-04-04,Central,Rural,Transmission_Line,System_Upgrade,220,Heatwave,37.57208550485693,176042.0,111.0,2259.0,0.0,0.0,10548.47
2021-04-04,North,Coastal,Transmission_Line,System_Upgrade,66,Snow,37.539199392441304,134949.0,121.0,818.0,0.0,0.0,3750.05
